damage,alignment,num_units,street_no,crash_hour,crash_type,crash_month,report_type,road_defect,street_name,hit_and_run_i,injuries_fatal,injuries_total,work_zone_type,trafficway_type,device_condition,first_crash_type,injuries_unknown,street_direction,crash_day_of_week,weather_condition,beat_of_occurrence,lighting_condition,most_severe_injury,posted_speed_limit,roadway_surface_cond,injuries_no_indication,intersection_related_i,sec_contributory_cause,traffic_control_device,injuries_incapacitating,prim_contributory_cause,injuries_non_incapacitating,injuries_reported_not_evident
2,3,3.0,548,15,0,1,2,1,78,1,0.0,1.0,,8,2,7,0.0,0,6,1,321,3,1,35,0,1.0,1,31,3,1.0,33,0.0,0.0
1,3,2.0,12800,10,1,2,2,1,603,1,0.0,0.0,,11,2,7,0.0,2,7,1,433,3,2,20,0,1.0,1,31,3,0.0,19,0.0,0.0
0,3,2.0,5158,19,0,4,2,1,573,1,0.0,1.0,,8,1,8,0.0,1,1,1,2024,3,3,30,0,1.0,1,31,13,0.0,18,1.0,0.0
2,3,2.0,1200,10,0,5,2,1,638,1,0.0,0.0,,8,2,16,0.0,3,2,1,1913,3,2,30,0,2.0,1,17,3,0.0,17,0.0,0.0
0,3,2.0,1039,7,1,3,1,1,642,1,0.0,0.0,,10,2,16,0.0,3,5,6,2024,3,2,25,5,2.0,1,31,3,0.0,18,0.0,0.0
2,3,2.0,4100,5,1,4,2,1,90,1,0.0,0.0,,8,1,7,0.0,3,4,1,834,3,2,20,0,1.0,1,31,3,0.0,25,0.0,0.0
1,3,2.0,3932,14,0,2,1,5,489,1,0.0,1.0,,17,1,9,0.0,3,1,9,2535,3,3,35,3,1.0,1,24,14,0.0,33,1.0,0.0
1,3,2.0,3001,16,1,7,2,1,643,1,0.0,0.0,,8,2,15,0.0,1,7,1,1931,3,2,25,0,5.0,1,24,3,0.0,33,0.0,0.0
0,3,2.0,503,21,0,11,2,1,5,1,0.0,0.0,,8,2,16,0.0,0,7,1,512,1,2,30,0,2.0,1,24,3,0.0,34,0.0,0.0
2,3,2.0,600,15,1,9,1,1,457,1,0.0,0.0,,8,2,16,0.0,1,1,1,1834,3,2,30,0,2.0,1,31,3,0.0,33,0.0,0.0
1,3,2.0,8600,10,1,1,2,1,362,1,0.0,0.0,,8,2,14,0.0,2,5,1,412,3,2,30,0,2.0,0,20,3,0.0,18,0.0,0.0
0,3,2.0,1631,12,1,6,1,1,207,1,0.0,0.0,,12,2,13,0.0,2,4,1,131,3,2,30,0,3.0,1,24,5,0.0,33,0.0,0.0
1,3,2.0,5701,15,1,8,1,1,569,0,0.0,0.0,,8,1,16,0.0,1,2,1,2022,3,2,30,0,2.0,1,24,14,0.0,33,0.0,0.0
1,3,2.0,4447,9,1,8,1,1,325,1,0.0,0.0,,8,2,7,0.0,1,6,1,1914,5,2,30,0,1.0,1,24,3,0.0,25,0.0,0.0
2,3,4.0,4006,8,1,8,1,5,380,1,0.0,0.0,,2,1,14,0.0,1,5,1,1723,3,2,30,0,2.0,1,31,13,0.0,33,0.0,0.0
2,3,2.0,3100,10,0,8,2,1,256,1,0.0,2.0,,6,1,16,0.0,2,7,1,211,3,4,30,0,3.0,1,24,14,0.0,3,0.0,2.0
2,3,2.0,7500,20,0,2,2,5,391,1,0.0,0.0,,6,1,16,0.0,2,4,10,623,1,2,30,4,2.0,1,15,14,0.0,6,0.0,0.0
2,3,3.0,1602,9,0,2,2,1,193,1,0.0,1.0,,2,1,2,0.0,3,3,1,1234,3,4,25,0,2.0,1,10,14,0.0,33,0.0,1.0
0,3,2.0,498,20,0,6,1,5,207,1,0.0,1.0,,3,1,9,0.0,2,4,1,122,3,4,30,0,2.0,1,16,14,0.0,24,0.0,1.0
2,3,1.0,5037,10,1,2,1,1,127,1,0.0,0.0,,8,2,2,0.0,3,4,1,1623,3,2,30,0,1.0,1,24,3,0.0,25,0.0,0.0
2,3,2.0,200,21,1,11,1,1,16,1,0.0,0.0,,8,1,15,0.0,3,6,1,522,1,2,30,0,2.0,1,16,14,0.0,6,0.0,0.0
2,3,2.0,151,17,1,1,1,5,193,1,0.0,0.0,,3,1,15,0.0,3,5,1,914,4,2,30,4,2.0,1,24,14,0.0,33,0.0,0.0
2,3,2.0,1725,10,0,1,2,1,92,1,0.0,1.0,,8,2,0,0.0,0,5,2,414,3,3,30,0,1.0,1,24,13,0.0,18,1.0,0.0
2,3,2.0,3201,16,0,10,2,1,527,1,0.0,0.0,,2,1,16,0.0,3,5,1,1711,3,2,30,0,2.0,1,31,14,0.0,33,0.0,0.0
2,3,2.0,3500,17,1,10,1,1,507,1,0.0,0.0,,8,1,0,0.0,1,3,6,1631,3,2,30,5,2.0,1,15,13,0.0,18,0.0,0.0
2,3,2.0,5045,12,0,4,2,1,204,1,0.0,2.0,,15,1,16,0.0,1,6,2,1712,3,1,35,0,0.0,1,31,14,1.0,33,1.0,0.0
2,3,2.0,200,15,1,1,2,5,457,1,0.0,0.0,,6,5,16,0.0,2,2,10,113,3,2,30,4,3.0,1,10,15,0.0,18,0.0,0.0
2,3,2.0,8325,7,1,4,1,1,316,1,0.0,0.0,,2,2,7,0.0,2,3,1,834,3,2,35,0,1.0,1,31,3,0.0,23,0.0,0.0
2,3,2.0,3300,14,1,11,1,5,572,1,0.0,0.0,,6,5,0,0.0,2,7,1,915,3,2,30,4,2.0,1,24,13,0.0,18,0.0,0.0
1,3,2.0,3998,11,1,11,2,5,74,1,0.0,0.0,,1,1,15,0.0,3,4,1,823,3,2,30,0,2.0,1,24,14,0.0,25,0.0,0.0
2,3,3.0,7439,21,0,3,2,1,632,1,0.0,2.0,,2,2,3,0.0,1,3,1,2411,1,1,30,0,0.0,1,24,3,2.0,33,0.0,0.0
2,3,1.0,1931,9,0,7,2,1,44,1,0.0,0.0,,8,2,2,0.0,3,5,1,912,3,2,30,0,1.0,1,31,3,0.0,30,0.0,0.0
2,3,2.0,6029,5,1,2,2,1,569,1,0.0,0.0,,2,2,16,0.0,1,6,2,2433,1,2,30,5,2.0,1,16,3,0.0,24,0.0,0.0
2,3,2.0,7500,16,1,3,2,1,584,1,0.0,0.0,,8,1,0,0.0,2,2,1,624,3,2,30,0,2.0,1,24,14,0.0,33,0.0,0.0
2,3,2.0,12000,8,1,6,2,1,355,1,0.0,0.0,,3,1,10,0.0,3,6,1,1654,3,2,40,0,2.0,1,17,14,0.0,17,0.0,0.0
2,3,2.0,7180,17,1,5,1,5,304,1,0.0,0.0,,8,5,16,0.0,3,7,1,2512,3,2,30,0,2.0,1,24,15,0.0,33,0.0,0.0
2,3,2.0,605,9,1,11,1,1,92,1,0.0,0.0,,2,1,15,0.0,0,1,1,624,3,2,0,0,2.0,1,24,14,0.0,23,0.0,0.0
2,3,2.0,62,8,1,12,2,1,345,1,0.0,0.0,,10,2,15,0.0,3,5,1,1832,3,2,30,0,2.0,1,31,3,0.0,12,0.0,0.0
2,3,2.0,2501,10,1,4,1,1,548,1,0.0,0.0,,3,2,10,0.0,3,6,1,1023,3,2,30,0,3.0,1,31,3,0.0,33,0.0,0.0
1,3,2.0,5435,2,0,2,2,5,368,1,0.0,1.0,,12,2,9,0.0,2,1,10,923,1,4,10,4,1.0,1,31,3,0.0,33,0.0,1.0
1,3,2.0,7600,16,1,8,1,1,151,1,0.0,0.0,,8,1,10,0.0,3,2,1,1631,3,2,30,0,2.0,1,24,14,0.0,17,0.0,0.0
2,3,2.0,6300,21,0,7,2,5,268,1,0.0,1.0,,15,1,10,0.0,2,2,1,314,1,3,25,0,7.0,1,24,14,0.0,33,1.0,0.0
1,3,2.0,4612,12,1,10,1,1,70,1,0.0,0.0,,8,2,10,0.0,3,3,1,813,3,2,30,0,2.0,1,24,3,0.0,33,0.0,0.0
0,3,2.0,4435,20,0,6,2,5,469,1,1.0,1.0,,10,4,1,0.0,1,2,1,1723,1,0,0,0,2.0,1,24,5,0.0,25,0.0,0.0
2,3,2.0,7715,15,1,10,1,1,227,1,0.0,0.0,,8,2,16,0.0,2,5,1,624,3,2,20,0,4.0,1,24,3,0.0,33,0.0,0.0
0,3,2.0,6424,22,0,2,1,5,234,1,0.0,1.0,,8,2,9,0.0,2,6,1,726,1,3,30,3,1.0,1,31,3,0.0,33,1.0,0.0
2,3,2.0,2245,6,0,11,2,1,537,1,0.0,0.0,,8,2,16,0.0,2,3,9,1013,2,2,30,5,2.0,0,24,3,0.0,18,0.0,0.0
2,3,2.0,3632,17,1,10,2,1,96,1,0.0,0.0,,18,5,14,0.0,3,3,1,834,3,2,30,0,2.0,1,24,15,0.0,33,0.0,0.0
2,3,5.0,710,18,0,12,2,1,60,1,0.0,0.0,,8,2,7,0.0,0,4,1,223,1,2,30,0,1.0,1,31,3,0.0,33,0.0,0.0
0,3,2.0,2304,14,1,10,2,1,122,1,0.0,0.0,,0,2,2,0.0,2,6,2,1033,4,2,20,0,1.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,3559,21,0,8,2,1,368,1,0.0,1.0,,8,5,15,0.0,2,2,1,911,1,1,30,0,1.0,1,24,14,1.0,18,0.0,0.0
2,3,2.0,1598,15,0,2,2,1,564,1,0.0,0.0,,3,1,16,0.0,1,7,1,1821,3,2,30,0,2.0,1,31,14,0.0,18,0.0,0.0
2,3,2.0,101,12,1,5,2,1,540,1,0.0,0.0,,3,1,7,0.0,0,6,1,114,3,2,25,5,2.0,1,24,14,0.0,24,0.0,0.0
0,3,2.0,4827,0,0,8,2,1,595,1,0.0,1.0,,10,2,10,0.0,3,6,1,1531,1,4,25,0,3.0,1,19,3,0.0,21,0.0,1.0
2,3,2.0,239,17,1,3,1,1,234,1,0.0,0.0,,8,2,15,0.0,2,4,1,1225,2,2,30,0,5.0,1,24,3,0.0,23,0.0,0.0
2,3,3.0,6000,20,0,7,1,1,224,1,0.0,0.0,,10,1,10,0.0,2,3,1,331,0,2,35,0,3.0,1,21,14,0.0,19,0.0,0.0
2,3,2.0,323,12,0,8,2,1,299,1,0.0,0.0,,6,1,0,0.0,3,1,6,711,3,2,30,5,10.0,1,31,14,0.0,6,0.0,0.0
0,3,2.0,5459,8,1,9,2,1,234,1,0.0,0.0,,11,2,16,0.0,2,7,1,932,3,2,30,0,2.0,1,24,3,0.0,18,0.0,0.0
2,3,2.0,6635,15,1,1,2,1,131,1,0.0,0.0,,2,5,7,0.0,2,2,1,725,3,2,25,5,1.0,1,27,3,0.0,36,0.0,0.0
2,3,2.0,6743,19,1,7,1,1,368,1,0.0,0.0,,11,2,7,0.0,2,7,1,831,3,2,30,0,1.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,6448,16,1,10,1,1,605,0,0.0,0.0,,12,2,7,0.0,2,6,6,813,3,2,0,0,1.0,1,10,3,0.0,21,0.0,0.0
1,3,2.0,319,8,0,4,2,1,178,1,0.0,0.0,,8,2,7,0.0,2,3,2,1125,3,2,30,0,1.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,2726,23,1,10,2,1,293,1,0.0,0.0,,10,2,7,0.0,1,1,1,1411,1,2,20,0,1.0,1,10,3,0.0,12,0.0,0.0
2,3,4.0,1552,11,0,1,2,1,389,1,0.0,1.0,,2,2,10,0.0,1,3,1,1821,3,3,30,5,4.0,1,31,3,0.0,17,1.0,0.0
2,3,1.0,3558,5,0,12,2,1,149,1,0.0,0.0,,10,2,2,0.0,3,1,1,1723,0,2,15,0,1.0,1,24,3,0.0,27,0.0,0.0
1,4,2.0,5643,18,1,11,1,1,443,1,0.0,0.0,,10,2,7,0.0,2,7,1,824,3,2,20,0,1.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,1529,23,1,10,2,1,109,1,0.0,0.0,,8,2,15,0.0,3,6,1,2221,1,2,30,0,3.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,8164,9,1,10,1,1,289,1,0.0,0.0,,6,2,16,0.0,3,7,1,1631,3,2,30,0,3.0,1,31,3,0.0,23,0.0,0.0
1,3,2.0,99,23,1,9,1,1,555,1,0.0,0.0,,2,1,16,0.0,2,7,1,1124,1,2,25,0,2.0,1,24,14,0.0,23,0.0,0.0
2,3,2.0,3501,10,1,10,2,1,633,1,0.0,0.0,,2,1,10,0.0,2,4,1,912,3,2,30,0,3.0,1,31,14,0.0,33,0.0,0.0
2,3,2.0,8340,9,1,9,2,1,368,0,0.0,0.0,,11,2,7,0.0,2,6,1,834,3,2,20,0,2.0,1,24,3,0.0,33,0.0,0.0
2,3,1.0,8100,7,1,12,1,5,537,1,0.0,0.0,,17,5,2,0.0,2,7,10,834,5,2,35,4,1.0,1,31,15,0.0,33,0.0,0.0
1,3,2.0,7033,16,1,8,1,1,368,1,0.0,0.0,,2,2,14,0.0,1,6,1,2411,3,2,20,0,2.0,1,31,3,0.0,33,0.0,0.0
2,3,1.0,5701,22,1,8,2,1,588,1,0.0,0.0,,12,5,2,0.0,2,5,1,232,1,2,15,0,1.0,1,31,15,0.0,8,0.0,0.0
2,3,2.0,7060,12,1,5,1,1,207,1,0.0,0.0,,8,2,7,0.0,1,6,10,2424,3,2,30,4,1.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,4499,8,0,6,2,1,204,1,0.0,1.0,,2,2,16,0.0,1,6,1,1623,3,3,30,0,1.0,1,22,3,0.0,24,1.0,0.0
1,3,2.0,998,13,0,6,2,1,92,1,0.0,1.0,,11,2,8,0.0,3,6,1,621,3,3,30,0,1.0,1,31,3,0.0,33,1.0,0.0
2,3,2.0,5234,13,1,11,1,1,479,1,0.0,0.0,,12,2,7,0.0,1,6,1,1613,3,2,15,0,1.0,1,24,3,0.0,33,0.0,0.0
1,3,2.0,2932,17,1,9,1,1,41,1,0.0,0.0,,8,2,15,0.0,3,6,1,1033,3,2,30,0,2.0,1,16,3,0.0,18,0.0,0.0
2,3,2.0,11100,16,0,7,2,1,313,1,0.0,0.0,,3,1,0,0.0,2,6,1,2233,3,2,30,0,3.0,1,24,14,0.0,18,0.0,0.0
1,3,2.0,3600,13,1,11,1,1,204,1,0.0,0.0,,2,1,10,0.0,1,7,1,1634,3,2,30,0,4.0,1,24,14,0.0,33,0.0,0.0
2,3,2.0,1239,13,0,7,2,1,113,1,0.0,0.0,,2,2,7,0.0,3,5,1,2213,3,2,30,0,1.0,1,24,3,0.0,33,0.0,0.0
0,3,2.0,1255,12,1,6,1,1,457,1,0.0,0.0,,12,2,7,0.0,2,6,1,132,3,2,30,0,1.0,1,31,3,0.0,33,0.0,0.0
1,3,1.0,3727,17,1,1,1,5,384,1,0.0,0.0,,12,2,2,0.0,3,7,10,1122,5,2,30,4,1.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,1419,13,1,3,2,1,151,1,0.0,0.0,,1,1,7,0.0,3,5,1,1933,3,2,30,0,1.0,1,24,14,0.0,25,0.0,0.0
1,3,2.0,2317,11,0,8,1,5,204,1,0.0,1.0,,12,2,5,0.0,1,2,10,2522,3,3,30,4,1.0,1,24,15,0.0,17,1.0,0.0
2,3,2.0,6400,13,1,8,1,1,424,1,0.0,0.0,,2,2,7,0.0,2,1,1,725,3,2,30,0,3.0,1,15,3,0.0,17,0.0,0.0
2,3,2.0,9958,19,0,9,1,1,157,1,0.0,1.0,,6,2,10,0.0,2,6,1,2213,4,3,30,0,1.0,1,31,13,0.0,19,1.0,0.0
0,3,2.0,2001,18,0,1,2,1,380,1,0.0,1.0,,6,1,9,0.0,1,6,6,1413,0,3,30,5,1.0,1,31,14,0.0,18,1.0,0.0
2,3,2.0,2249,1,1,8,2,1,243,1,0.0,0.0,,8,2,0,0.0,3,2,1,2413,1,2,30,0,2.0,0,24,13,0.0,33,0.0,0.0
2,3,2.0,1004,16,1,9,1,1,93,1,0.0,0.0,,8,1,16,0.0,3,6,1,612,3,2,30,0,5.0,1,24,13,0.0,24,0.0,0.0
1,3,2.0,1320,16,1,7,1,1,296,1,0.0,0.0,,8,2,10,0.0,3,3,1,1932,3,2,30,0,2.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,4400,17,1,4,1,1,120,1,0.0,0.0,,11,2,7,0.0,3,6,1,1731,3,2,10,0,1.0,1,31,3,0.0,33,0.0,0.0
1,3,2.0,2420,22,1,11,1,1,291,1,0.0,0.0,,2,2,10,0.0,3,6,1,2011,1,2,30,0,2.0,1,31,3,0.0,19,0.0,0.0
2,3,2.0,800,7,1,3,1,1,397,1,0.0,0.0,,3,2,10,0.0,1,4,1,1833,3,2,45,0,2.0,1,31,3,0.0,33,0.0,0.0
0,3,2.0,600,12,1,12,2,1,529,1,0.0,0.0,,10,4,0,0.0,1,7,1,1524,3,2,30,5,3.0,1,24,13,0.0,18,0.0,0.0
1,3,3.0,225,14,1,7,1,1,624,1,0.0,0.0,,10,5,3,0.0,3,6,1,122,3,2,30,0,3.0,1,31,15,0.0,33,0.0,0.0
1,3,2.0,1859,14,1,1,1,5,368,1,0.0,0.0,,0,2,0,0.0,2,5,1,1022,3,2,10,3,2.0,1,31,3,0.0,21,0.0,0.0
2,3,2.0,3842,14,1,6,2,5,103,1,0.0,0.0,,8,2,15,0.0,3,4,1,834,3,2,30,0,3.0,1,31,3,0.0,33,0.0,0.0
1,3,2.0,1400,17,1,2,1,5,355,1,0.0,0.0,,8,1,10,0.0,3,3,1,1912,3,2,30,4,2.0,1,31,14,0.0,19,0.0,0.0
1,3,2.0,69,9,1,5,1,5,624,1,0.0,0.0,,17,5,16,0.0,0,3,10,112,5,2,30,4,2.0,1,24,15,0.0,33,0.0,0.0
2,3,2.0,2215,10,1,9,2,1,111,1,0.0,0.0,,8,2,15,0.0,3,4,1,2213,3,2,30,0,2.0,1,31,3,0.0,33,0.0,0.0
0,3,2.0,149,8,0,12,2,1,588,1,0.0,2.0,,8,1,9,0.0,1,6,9,111,3,3,30,3,0.0,1,31,14,0.0,18,1.0,1.0
2,3,2.0,2203,6,1,4,2,1,399,1,0.0,0.0,,10,2,7,0.0,1,1,1,2522,1,2,30,0,1.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,2810,15,0,9,2,5,120,1,0.0,0.0,,8,2,10,0.0,3,4,1,1733,3,2,30,0,2.0,1,24,3,0.0,33,0.0,0.0
1,3,2.0,6816,11,1,11,1,5,207,1,0.0,0.0,,2,5,7,0.0,1,4,1,2424,3,2,30,0,1.0,1,24,15,0.0,25,0.0,0.0
2,3,2.0,4700,17,1,8,1,1,223,1,0.0,0.0,,2,2,0,0.0,2,7,1,222,3,2,20,0,2.0,0,31,3,0.0,33,0.0,0.0
1,3,2.0,104,14,1,10,2,5,240,1,0.0,0.0,,11,1,15,0.0,2,1,1,112,3,2,30,0,3.0,1,31,14,0.0,33,0.0,0.0
1,3,2.0,9100,14,1,2,1,1,131,1,0.0,0.0,,2,1,0,0.0,2,6,1,2221,3,2,30,0,2.0,1,10,14,0.0,23,0.0,0.0
2,3,3.0,4216,7,1,8,2,1,151,1,0.0,0.0,,2,2,7,0.0,3,6,1,1731,3,2,30,0,2.0,1,24,3,0.0,33,0.0,0.0
2,3,1.0,3920,22,0,2,2,5,232,1,0.0,1.0,,3,4,2,0.0,1,6,1,1631,1,3,35,0,0.0,1,24,3,0.0,27,1.0,0.0
1,3,2.0,10130,15,1,4,1,5,613,1,0.0,0.0,,8,2,10,0.0,2,3,1,2213,3,2,30,0,2.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,6730,8,1,3,2,5,505,1,0.0,0.0,,12,2,7,0.0,1,4,1,1612,3,2,30,5,2.0,1,18,3,0.0,20,0.0,0.0
0,3,2.0,4027,11,1,6,1,5,245,1,0.0,0.0,,12,5,7,0.0,3,6,1,2524,3,2,30,0,1.0,1,24,15,0.0,33,0.0,0.0
0,3,2.0,5951,13,1,12,2,1,296,1,0.0,0.0,,8,2,7,0.0,3,3,1,2515,3,2,30,0,1.0,1,21,3,0.0,22,0.0,0.0
2,3,2.0,2211,8,1,4,1,1,489,1,0.0,0.0,,0,2,0,0.0,3,3,1,1424,3,2,10,0,3.0,1,24,3,0.0,25,0.0,0.0
1,3,2.0,5316,14,1,4,1,1,464,1,0.0,0.0,,12,2,7,0.0,1,4,1,1622,3,2,15,0,1.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,11435,12,0,10,2,1,537,1,0.0,0.0,,2,2,10,0.0,2,5,1,2211,3,2,35,0,2.0,1,15,3,0.0,19,0.0,0.0
2,3,2.0,149,12,1,3,1,1,446,1,0.0,0.0,,10,2,7,0.0,1,2,1,1512,3,2,30,0,1.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,4640,18,1,10,2,1,313,1,0.0,0.0,,12,2,7,0.0,2,7,1,925,1,2,20,0,1.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,9852,16,1,5,1,1,137,1,0.0,0.0,,16,2,7,0.0,2,6,1,432,3,2,25,0,1.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,8658,8,1,2,1,1,537,1,0.0,0.0,,8,2,15,0.0,2,4,1,834,3,2,30,0,2.0,1,24,3,0.0,19,0.0,0.0
2,3,2.0,2400,16,0,4,2,1,103,1,0.0,0.0,,3,1,16,0.0,3,2,2,835,3,2,35,0,2.0,1,24,14,0.0,17,0.0,0.0
0,3,2.0,6200,14,1,8,2,1,632,1,0.0,0.0,,8,1,10,0.0,1,4,1,2413,3,2,30,0,2.0,1,31,14,0.0,19,0.0,0.0
2,3,2.0,300,21,0,6,2,1,401,1,0.0,0.0,,6,1,16,0.0,1,4,1,1523,1,2,30,0,3.0,1,16,13,0.0,18,0.0,0.0
2,3,2.0,6725,23,1,1,1,1,277,1,0.0,0.0,,10,2,7,0.0,2,1,1,321,3,2,20,0,1.0,1,24,3,0.0,26,0.0,0.0
1,3,2.0,1525,16,1,2,2,1,62,1,0.0,0.0,,2,2,7,0.0,0,6,1,234,3,2,30,0,1.0,1,31,3,0.0,33,0.0,0.0
1,3,2.0,300,18,1,6,1,1,433,1,0.0,0.0,,17,1,16,0.0,1,7,1,111,3,2,30,0,2.0,1,24,14,0.0,22,0.0,0.0
1,3,2.0,118,19,1,1,2,5,272,1,0.0,0.0,,10,2,15,0.0,0,5,1,1834,1,2,30,0,5.0,1,31,3,0.0,33,0.0,0.0
1,3,2.0,59,19,1,2,1,1,360,1,0.0,0.0,,10,2,15,0.0,2,2,1,121,1,2,30,0,3.0,1,24,3,0.0,22,0.0,0.0
1,3,2.0,5344,14,1,4,1,5,126,1,0.0,0.0,,8,1,10,0.0,2,5,1,815,3,2,30,4,2.0,1,24,14,0.0,33,0.0,0.0
1,3,2.0,2930,16,1,5,1,1,57,1,0.0,0.0,,8,2,15,0.0,3,3,2,922,3,2,30,0,2.0,1,25,3,0.0,33,0.0,0.0
0,3,1.0,300,11,1,5,1,1,489,1,0.0,0.0,,2,1,2,0.0,3,5,1,1814,3,2,30,0,2.0,1,24,13,0.0,33,0.0,0.0
2,3,1.0,31,20,0,8,2,5,111,1,0.0,1.0,,18,1,2,0.0,3,7,6,511,1,3,35,5,0.0,1,31,14,0.0,33,1.0,0.0
1,3,2.0,2352,7,1,10,1,1,193,1,0.0,0.0,,8,2,12,0.0,3,5,6,1234,3,2,10,5,2.0,1,24,3,0.0,25,0.0,0.0
2,3,2.0,3160,14,0,11,2,1,499,1,0.0,0.0,,3,1,15,0.0,3,3,1,1022,3,2,35,0,4.0,1,21,14,0.0,22,0.0,0.0
2,3,2.0,520,23,0,6,1,1,457,1,0.0,1.0,,15,1,0,0.0,2,6,1,123,0,4,30,0,1.0,1,31,14,0.0,23,0.0,1.0
1,3,2.0,3445,12,1,3,1,1,439,1,0.0,0.0,,0,2,10,0.0,3,3,1,1123,3,2,25,0,2.0,1,24,3,0.0,25,0.0,0.0
1,3,2.0,5754,15,0,1,2,1,414,1,0.0,1.0,,2,2,16,0.0,1,2,9,2011,3,3,30,3,6.0,1,24,3,0.0,18,1.0,0.0
2,3,2.0,4800,12,0,10,1,1,247,1,0.0,0.0,,6,1,16,0.0,3,3,1,2533,3,2,30,0,4.0,1,31,14,0.0,33,0.0,0.0
2,3,2.0,1326,14,0,1,2,1,60,1,0.0,1.0,,8,2,15,0.0,3,5,1,933,3,3,30,0,1.0,1,24,3,0.0,25,1.0,0.0
2,3,2.0,1800,16,1,2,1,5,234,1,0.0,0.0,,8,1,10,0.0,2,5,1,1234,1,2,30,0,2.0,1,24,14,0.0,19,0.0,0.0
2,3,2.0,6445,10,1,7,1,1,588,1,0.0,0.0,,13,1,10,0.0,2,2,1,312,3,2,35,0,4.0,1,11,14,0.0,13,0.0,0.0
2,3,2.0,2758,13,1,1,1,5,532,1,0.0,0.0,,8,5,0,0.0,3,7,1,1135,3,2,25,0,2.0,1,24,13,0.0,18,0.0,0.0
2,3,2.0,131,12,1,6,2,1,219,1,0.0,0.0,,3,1,16,0.0,3,2,1,123,3,2,30,0,2.0,1,10,14,0.0,6,0.0,0.0
2,3,2.0,4500,18,1,10,1,1,464,1,0.0,0.0,,8,2,15,0.0,1,6,1,1623,2,2,30,0,2.0,1,24,3,0.0,18,0.0,0.0
2,3,2.0,300,14,0,1,2,1,317,1,0.0,0.0,,6,1,16,0.0,2,4,1,1133,3,2,30,0,2.0,1,31,14,0.0,17,0.0,0.0
1,3,2.0,1535,15,1,6,1,1,135,1,0.0,0.0,,8,2,10,0.0,1,5,1,2531,3,2,30,0,3.0,1,15,3,0.0,19,0.0,0.0
0,3,2.0,2001,12,1,10,2,1,632,1,0.0,0.0,,8,2,10,0.0,2,5,1,1234,3,2,30,0,2.0,1,24,3,0.0,17,0.0,0.0
0,3,2.0,11700,18,1,8,1,1,313,1,0.0,0.0,,6,1,16,0.0,2,4,1,524,3,2,30,0,2.0,1,24,13,0.0,19,0.0,0.0
1,3,2.0,1901,0,0,4,2,1,192,1,0.0,2.0,,1,1,16,0.0,2,2,1,1024,1,4,30,0,1.0,1,6,14,0.0,6,0.0,2.0
2,3,1.0,5016,12,0,8,2,1,77,1,0.0,0.0,,2,2,2,0.0,3,2,10,813,3,2,30,4,1.0,1,24,3,0.0,34,0.0,0.0
2,3,2.0,3725,0,1,3,1,5,199,1,0.0,0.0,,8,2,7,0.0,3,1,1,1112,0,2,30,0,1.0,1,31,3,0.0,33,0.0,0.0
2,3,2.0,3501,18,0,5,2,1,390,1,0.0,1.0,,15,1,8,0.0,2,4,1,213,3,4,30,0,1.0,1,17,14,0.0,22,0.0,1.0
2,3,2.0,945,17,1,2,1,1,401,1,0.0,0.0,,8,1,10,0.0,1,7,1,1531,4,2,30,0,2.0,1,31,14,0.0,33,0.0,0.0
2,3,2.0,5600,8,0,5,2,1,222,1,0.0,0.0,,8,1,0,0.0,3,5,1,1633,3,2,30,0,2.0,1,16,13,0.0,17,0.0,0.0
2,3,2.0,2356,11,1,5,2,1,81,1,0.0,0.0,,2,2,16,0.0,3,3,1,832,3,2,30,0,2.0,1,31,3,0.0,22,0.0,0.0
2,3,2.0,899,5,1,9,1,3,379,1,0.0,0.0,,8,2,14,0.0,2,5,1,1131,3,2,30,0,2.0,1,24,3,0.0,33,0.0,0.0
2,3,2.0,3043,15,0,7,2,1,526,1,0.0,0.0,,8,1,16,0.0,3,6,1,921,3,2,25,0,2.0,1,31,13,0.0,12,0.0,0.0
1,3,2.0,136,12,1,10,2,1,632,1,0.0,0.0,,8,2,7,0.0,2,2,6,1125,3,2,35,5,2.0,1,24,3,0.0,19,0.0,0.0
2,3,2.0,10700,19,1,4,1,1,203,1,0.0,0.0,,8,1,0,0.0,2,6,1,2212,4,2,30,0,2.0,1,24,13,0.0,33,0.0,0.0
2,3,2.0,5000,16,1,9,1,5,234,1,0.0,0.0,,12,2,14,0.0,1,1,1,2032,3,2,10,0,4.0,1,31,3,0.0,21,0.0,0.0
1,3,2.0,309,20,1,1,2,1,548,1,0.0,0.0,,2,2,10,0.0,3,2,1,124,1,2,30,0,5.0,1,31,3,0.0,19,0.0,0.0
