wins,goals_for,team_name,win_percent,goals_against,goal_difference
0.6304347826086957,0.6065573770491803,12,0.6467486818980668,0.4481605351170569,
0.4782608695652174,0.6024590163934427,13,0.4938488576449913,0.4983277591973244,
0.32608695652173914,0.4016393442622951,14,0.3391915641476274,0.5852842809364549,
0.5652173913043478,0.7049180327868851,15,0.5817223198594025,0.5016722408026756,
0.5,0.5204918032786885,17,0.5149384885764499,0.5083612040133779,
0.6739130434782609,0.889344262295082,18,0.6906854130052725,0.6354515050167224,
0.13043478260869565,0.45491803278688525,19,0.14235500878734628,0.7993311036789297,
0.8043478260869564,0.7581967213114753,21,0.8242530755711776,0.45150501672240806,
0.28260869565217395,0.47540983606557374,23,0.29525483304042177,0.6789297658862876,
0.39130434782608703,0.48360655737704916,24,0.4059753954305799,0.6688963210702341,
0.5869565217391305,0.5450819672131146,25,0.6045694200351495,0.4782608695652174,
0.34782608695652173,0.5532786885245902,26,0.3620386643233744,0.5785953177257526,
0.5652173913043478,0.5942622950819672,0,0.5817223198594025,0.5351170568561873,
0.4565217391304348,0.6721311475409837,1,0.47275922671353254,0.6153846153846154,
